X,Y,Pressure,Time
562.282967619861,369.425708792383,0.08034188,0
562.282967619861,369.425708792383,0.06056166,1
562.282967619861,369.425708792383,0.08034188,1
562.282967619861,369.425708792383,0.06056166,15
562.282967619861,369.425708792383,0.06056166,15
562.282967619861,369.425708792383,0.07912088,15
562.282967619861,369.425708792383,0.1094017,15
562.282967619861,369.425708792383,0.1404151,15
563.689260536515,367.606317331461,0.2070818,15
563.689260536515,367.711789300211,0.1919414,15
563.689260536515,367.790893276772,0.1697192,15
562.282967619861,369.425708792383,0.07912088,16
562.282967619861,369.425708792383,0.1094017,30
562.282967619861,369.425708792383,0.1404151,31
563.689260536515,367.790893276772,0.1697192,31
563.689260536515,367.711789300211,0.1919414,46
563.689260536515,367.606317331461,0.2070818,47
563.689260536515,367.23716544084,0.2297924,62
563.689260536515,367.421741386151,0.2197802,62
563.689260536515,367.421741386151,0.2197802,62
563.689260536515,367.23716544084,0.2297924,63
563.689260536515,367.078957487716,0.232967,77
563.126743369854,366.709805597095,0.2373626,93
563.501754814295,366.788909573656,0.2332112,93
563.689260536515,366.894381542405,0.232967,93
561.673574022645,366.419757683035,0.2547009,109
562.517349772637,366.525229651784,0.2407814,109
562.517349772637,366.525229651784,0.2407814,109
561.673574022645,366.419757683035,0.2547009,110
559.282876064333,366.0769737846,0.2818071,124
560.595416119877,366.261549729911,0.2698413,124
560.595416119877,366.261549729911,0.2698413,124
559.282876064333,366.0769737846,0.2818071,125
556.142155217139,365.78692587054,0.3267399,140
557.735953856014,365.971501815851,0.3064713,140
557.735953856014,365.971501815851,0.3064713,140
556.142155217139,365.78692587054,0.3267399,141
554.313974425489,365.707821893979,0.3399267,155
547.938779869991,365.78692587054,0.3509158,172
550.282601397748,365.707821893979,0.3494506,172
552.392040772729,365.707821893979,0.346276,172
536.829065828425,372.062508011109,0.3665446,187
539.782280953398,369.715756706442,0.3577534,187
542.688619647816,367.975469222083,0.3533578,187
545.407452620014,366.604333628346,0.3509158,187
545.407452620014,366.604333628346,0.3509158,187
542.688619647816,367.975469222083,0.3533578,188
539.782280953398,369.715756706442,0.3577534,202
536.829065828425,372.062508011109,0.3665446,203
527.031891842402,385.43108005005,0.4092796,218
528.860072634053,381.792297128208,0.4039072,218
531.157017731254,378.258986175115,0.3936508,218
533.922727134007,374.989355143895,0.3821734,218
533.922727134007,374.989355143895,0.3821734,218
531.157017731254,378.258986175115,0.3936508,219
528.860072634053,381.792297128208,0.4039072,234
527.031891842402,385.43108005005,0.4092796,235
525.297463911863,392.444965971862,0.4173382,249
525.813104647969,388.990758995331,0.413431,249
525.813104647969,388.990758995331,0.413431,249
525.297463911863,392.444965971862,0.4173382,250
525.297463911863,395.45091708121,0.4192918,265
525.297463911863,395.45091708121,0.4192918,265
525.391216772973,398.166820276498,0.420757,265
525.391216772973,398.166820276498,0.420757,266
526.844386120182,400.35536362804,0.420757,280
526.844386120182,400.35536362804,0.420757,280
528.766319772942,402.069283120212,0.4205128,280
531.39139988403,403.176738792077,0.418315,280
534.625873592334,403.73046662801,0.4180708,280
528.766319772942,402.069283120212,0.4205128,281
531.39139988403,403.176738792077,0.418315,296
534.625873592334,403.73046662801,0.4180708,297
538.329111606189,403.73046662801,0.409768,312
538.329111606189,403.73046662801,0.409768,312
542.407361064486,403.545890682699,0.3973138,312
542.407361064486,403.545890682699,0.3973138,313
546.719992675558,402.174755088961,0.3894994,327
551.079500717185,400.17078768273,0.3831502,328
555.345255897702,397.613092440565,0.3794872,328
559.048493911557,394.818085268716,0.3724054,343
559.048493911557,394.818085268716,0.3724054,343
562.282967619861,391.627558214057,0.3643468,343
562.282967619861,391.627558214057,0.3643468,344
564.720542008728,388.357927182836,0.3526252,359
564.720542008728,388.357927182836,0.3526252,359
566.361217078158,384.982824182867,0.3423688,359
566.361217078158,384.982824182867,0.3423688,360
567.345622119816,381.713193151646,0.3360195,374
567.345622119816,381.713193151646,0.3360195,374
567.861262855922,378.522666096988,0.3328449,374
567.861262855922,378.522666096988,0.3328449,375
567.955015717032,373.249067659536,0.3267399,390
567.955015717032,375.701290932951,0.3291819,390
567.955015717032,375.701290932951,0.3291819,390
567.955015717032,373.249067659536,0.3267399,391
567.955015717032,369.873964659566,0.3264957,405
567.955015717032,371.245100253304,0.3264957,405
567.955015717032,371.245100253304,0.3264957,405
567.955015717032,369.873964659566,0.3264957,406
567.955015717032,368.529197058016,0.3338217,421
567.955015717032,368.977452925199,0.3282051,421
567.955015717032,368.977452925199,0.3282051,421
567.955015717032,368.529197058016,0.3338217,422
567.955015717032,368.529197058016,0.3423688,437
567.861262855922,368.529197058016,0.3518926,438
567.251869258705,368.713773003327,0.3518926,452
565.001800592059,372.352555925169,0.362149,453
566.361217078158,370.164012573626,0.3570208,453
560.173528244881,383.084328745384,0.4090354,468
561.673574022645,379.07639393292,0.3934066,468
563.408001953185,375.437611011078,0.3777778,468
563.408001953185,375.437611011078,0.3777778,468
560.173528244881,383.084328745384,0.4090354,484
561.673574022645,379.07639393292,0.3934066,484
558.767235328227,390.810150456252,0.429304,499
558.767235328227,394.158885464034,0.4356532,499
559.142246772668,387.065895565661,0.4214896,499
559.142246772668,387.065895565661,0.4214896,499
558.767235328227,390.810150456252,0.429304,500
558.767235328227,394.158885464034,0.4356532,500
559.470381786554,397.08573259682,0.4380952,515
559.470381786554,397.08573259682,0.4380952,515
561.392315439314,399.353379924925,0.4383394,515
564.017395550401,400.988195440535,0.4383394,515
567.345622119816,401.911075167089,0.4405372,515
561.392315439314,399.353379924925,0.4383394,530
