X,Y,Pressure,Time
669.395611438337,178.442341380047,0.05421245,0
669.395611438337,178.442341380047,0.0947497,15
669.395611438337,178.442341380047,0.1057387,15
669.395611438337,178.442341380047,0.1091575,15
669.395611438337,178.442341380047,0.1159951,15
659.926572466201,172.984166997284,0.5262516,30
660.723471785638,173.168742942595,0.5186813,30
661.614123966186,173.353318887905,0.5135531,30
662.551652577288,173.616998809778,0.5035409,30
663.536057618946,173.907046723838,0.4925519,30
664.567339091159,174.170726645711,0.4847375,30
665.551744132817,174.539878536332,0.4778999,30
666.489272743919,174.803558458205,0.4700855,30
667.192419202246,175.067238380077,0.4610501,30
667.708059938353,175.251814325388,0.4461538,30
667.989318521683,175.436390270699,0.4307692,30
668.176824243904,175.541862239448,0.41221,30
668.317453535569,175.62096621601,0.395116,30
668.41120639668,175.62096621601,0.381685,30
668.50495925779,175.726438184759,0.369475,30
668.5987121189,175.726438184759,0.3562882,30
668.5987121189,175.805542161321,0.3421246,30
668.5987121189,175.884646137883,0.3267399,30
668.69246498001,175.884646137883,0.3113553,30
668.69246498001,175.990118106632,0.2969475,30
668.69246498001,176.069222083193,0.2835165,30
668.69246498001,176.253798028504,0.2678877,30
668.786217841121,176.438373973815,0.2517705,30
668.926847132786,176.622949919126,0.2371184,30
669.114352855007,176.807525864437,0.2217338,30
669.301858577227,177.071205786309,0.2053724,30
669.395611438337,177.361253700369,0.1858364,30
669.395611438337,178.442341380047,0.1384615,30
669.395611438337,178.442341380047,0.1384615,30
669.395611438337,178.442341380047,0.1628816,30
669.395611438337,178.442341380047,0.1628816,31
669.395611438337,177.361253700369,0.1858364,45
669.301858577227,177.071205786309,0.2053724,46
669.114352855007,176.807525864437,0.2217338,61
668.926847132786,176.622949919126,0.2371184,62
668.786217841121,176.438373973815,0.2517705,76
668.69246498001,176.253798028504,0.2678877,77
668.69246498001,176.069222083193,0.2835165,92
668.69246498001,175.990118106632,0.2969475,93
668.69246498001,175.884646137883,0.3113553,108
668.5987121189,175.884646137883,0.3267399,109
668.5987121189,175.805542161321,0.3421246,123
668.5987121189,175.726438184759,0.3562882,124
668.50495925779,175.726438184759,0.369475,139
668.41120639668,175.62096621601,0.381685,140
668.317453535569,175.62096621601,0.395116,155
668.176824243904,175.541862239448,0.41221,156
667.989318521683,175.436390270699,0.4307692,170
667.708059938353,175.251814325388,0.4461538,171
667.192419202246,175.067238380077,0.4610501,186
666.489272743919,174.803558458205,0.4700855,187
665.551744132817,174.539878536332,0.4778999,201
664.567339091159,174.170726645711,0.4847375,202
663.536057618946,173.907046723838,0.4925519,217
661.614123966186,173.353318887905,0.5135531,218
662.551652577288,173.616998809778,0.5035409,218
660.723471785638,173.168742942595,0.5186813,233
659.926572466201,172.984166997284,0.5262516,248
