X,Y,Pressure,Time
566.126834925382,274.843720816675,0.1819292,0
566.126834925382,274.843720816675,0.2205128,1
558.15784173101,270.123850215155,0.3338217,16
559.657887508774,270.123850215155,0.3006105,16
566.126834925382,274.843720816675,0.2222222,16
566.126834925382,274.843720816675,0.2222222,16
566.126834925382,274.843720816675,0.226862,16
566.126834925382,274.843720816675,0.2503053,16
566.126834925382,274.843720816675,0.2656899,16
566.126834925382,274.843720816675,0.2800977,16
566.126834925382,274.843720816675,0.226862,17
566.126834925382,274.843720816675,0.2503053,32
566.126834925382,274.843720816675,0.2656899,33
566.126834925382,274.843720816675,0.2800977,33
559.657887508774,270.123850215155,0.3006105,47
558.15784173101,270.123850215155,0.3338217,48
554.407727286599,273.393481246376,0.3565324,63
556.51716666158,270.75668202765,0.3504274,63
556.51716666158,270.75668202765,0.3504274,63
554.407727286599,273.393481246376,0.3565324,64
549.345072786645,284.678981902524,0.3736264,79
551.876400036622,278.113351847896,0.3628816,79
551.876400036622,278.113351847896,0.3628816,79
549.345072786645,284.678981902524,0.3736264,80
546.251228370006,297.757506027406,0.3919414,94
547.329386272774,291.771971800897,0.3831502,94
547.329386272774,291.771971800897,0.3831502,94
546.251228370006,297.757506027406,0.3919414,95
546.016846217231,302.029120761742,0.396337,110
546.016846217231,302.029120761742,0.396337,110
546.016846217231,304.507712027345,0.398779,110
546.016846217231,304.507712027345,0.398779,111
546.110599078341,306.406207464827,0.398779,141
546.954374828333,308.225598925749,0.398779,141
547.938779869991,309.781310464797,0.398779,141
549.063814203314,311.046974089785,0.3956044,157
549.063814203314,311.046974089785,0.3956044,157
550.188848536637,311.67980590228,0.3885226,157
551.501388592181,311.67980590228,0.3833944,157
552.907681508835,311.67980590228,0.3831502,157
554.59523300882,310.414142277291,0.3831502,157
556.51716666158,308.30470290231,0.3831502,157
558.439100314341,305.404223761711,0.3831502,157
550.188848536637,311.67980590228,0.3885226,158
551.501388592181,311.67980590228,0.3833944,172
552.907681508835,311.67980590228,0.3831502,173
554.59523300882,310.414142277291,0.3831502,173
556.51716666158,308.30470290231,0.3831502,188
558.439100314341,305.404223761711,0.3831502,189
560.173528244881,302.029120761742,0.3814408,204
560.173528244881,302.029120761742,0.3814408,204
561.392315439314,298.3903378399,0.3799756,204
561.392315439314,298.3903378399,0.3799756,205
562.189214758751,294.936130863369,0.3799756,219
562.189214758751,294.936130863369,0.3799756,219
562.376720480972,291.956547746208,0.3797314,219
562.376720480972,291.956547746208,0.3797314,220
562.376720480972,289.583428449355,0.3797314,235
562.376720480972,287.02573320719,0.3851038,236
562.376720480972,287.948612933744,0.3799756,236
562.189214758751,287.500357066561,0.3848596,250
562.376720480972,286.762053285318,0.389011,250
562.376720480972,286.762053285318,0.389011,250
562.376720480972,286.762053285318,0.389011,250
562.189214758751,287.500357066561,0.3848596,266
562.376720480972,286.762053285318,0.389011,266
562.001709036531,290.137156285287,0.37558,282
562.001709036531,290.137156285287,0.37558,282
562.001709036531,294.936130863369,0.37558,282
562.001709036531,294.936130863369,0.37558,283
562.001709036531,299.946049378948,0.3770452,297
562.001709036531,299.946049378948,0.3770452,297
562.704855494858,304.850495925779,0.3782662,297
562.704855494858,304.850495925779,0.3782662,298
564.111148411512,308.963902706992,0.3782662,313
564.111148411512,308.963902706992,0.3782662,313
565.845576342051,311.600701925718,0.374359,313
565.845576342051,311.600701925718,0.374359,314
567.861262855922,314.132029175695,0.3665446,329
567.861262855922,314.132029175695,0.3665446,329
